,no,store,sido_gungu,store_address,store_phone
657,009-007,신현,경기 광주시,경기 광주시 오포읍 신현리 371-4,031-726-1091
658,009-007,양벌,경기 광주시,경기 광주시 오포읍 양벌리 290-3,031-768-1992
659,009-007,초월,경기 광주시,경기 광주시 초월읍 경충대로 1255,031-766-1992
660,009-007,태전(경기광주),경기 광주시,경기 광주시 태전동 261-14,031-769-1091
661,009-007,회덕,경기 광주시,경기 광주시 목현동 1-2,031-797-1997
662,009-008,갈매,경기 구리시,"경기 구리시 갈매동 608-1 101호, 102호",031-575-1995
663,009-008,수택,경기 구리시,경기 구리시 수택동 433-49,031-569-3999
664,009-008,인창,경기 구리시,경기 구리시 인창동 344-7,031-568-9992
665,009-008,토평,경기 구리시,경기 구리시 토평동 999-2,031-562-9995
666,009-009,금정역,경기 군포시,경기 군포시 산본동 236-2,031-391-1991
667,009-009,당동1호,경기 군포시,경기 군포시 당동 917-4 103호(중앙프라자),031-399-5225
668,009-009,부곡(군포),경기 군포시,경기 군포시 부곡동 1120-4,031-462-8292
669,009-009,산본1호,경기 군포시,경기 군포시 산본동 1151,031-399-9992
670,009-009,산본사거리,경기 군포시,경기 군포시 산본동 1060 산본타운 2층,031-391-4484
671,009-009,산본역,경기 군포시,경기 군포시 산본동 1132-2,031-397-1991
672,009-009,호계3호,경기 군포시,경기 군포시 당정동 2-3,031-452-9936~7
673,009-010,구래,경기 김포시,경기 김포시 구래동 6883-1,031-985-2991
674,009-010,북변,경기 김포시,경기 김포시 감정동 529-3,031-981-1137
675,009-010,사우,경기 김포시,경기 김포시 사우동 998,031-997-9289
676,009-010,양곡,경기 김포시,경기 김포시 양촌읍 양곡리 1302-2,031-998-1990
677,009-010,운양,경기 김포시,경기 김포시 운양동 1297-6 승문리앤포레 1차 1층,031-981-1997
678,009-010,장기1호,경기 김포시,경기 김포시 장기동 1911-4,031-998-9992
679,009-010,통진1호,경기 김포시,경기 김포시 통진읍 서암리 758-79,031-989-4545
680,009-010,풍무,경기 김포시,경기 김포시 풍무동 191-2,031-985-0779
681,009-011,다산신도시1호,경기 남양주시,경기 남양주시 다산동 산3006-2,031-551-1991
682,009-011,다산신도시2호,경기 남양주시,경기 남양주시 다산동 6030-2,031-567-9253
683,009-011,덕소1호,경기 남양주시,경기 남양주시 와부읍 덕소리 141-91,031-577-8080
684,009-011,도농1호,경기 남양주시,경기 남양주시 다산동 608,031-568-9289
685,009-011,마석,경기 남양주시,경기 남양주시 화도읍 마석우리 384-8,031-559-9266
686,009-011,별내2호,경기 남양주시,경기 남양주시 별내동 846-7,031-572-1991
687,009-011,별내역,경기 남양주시,경기 남양주시 별내동 1006-1,031-527-1998
688,009-011,오남,경기 남양주시,경기 남양주시 오남읍 오남리 205-19,031-574-9981
689,009-011,진건,경기 남양주시,경기 남양주시 진건읍 사능리 353-4,031-528-9994
690,009-011,진접장현리,경기 남양주시,경기 남양주시 진접읍 장현리 239-3,031-571-2772
691,009-011,진접지구,경기 남양주시,경기 남양주시 진접읍 금곡리 1041-1,031-527-0401
692,009-011,창현,경기 남양주시,경기 남양주시 화도읍 창현리 731-3,031-559-9911
693,009-011,평내,경기 남양주시,경기 남양주시 평내동 582-5,031-593-9929
694,009-011,호평,경기 남양주시,경기 남양주시 호평동 656-1,031-511-7892
695,009-012,생연,경기 동두천시,경기 동두천시 생연동 689-28,031-861-1992
696,009-012,송내(동두천),경기 동두천시,경기 동두천시 지행동 694 예일 복합타워 114호,031-863-7797
697,009-013,괴안,경기 부천시,경기 부천시 소사구 괴안동 39-2,032-344-9291
698,009-013,송내(부천),경기 부천시,경기 부천시 소사구 송내1동 366-13,032-653-9999
699,009-013,심곡1호,경기 부천시,경기 부천시 소사구 심곡본동 678-17,"032-611-9239,611-9278"
700,009-014,고강1호,경기 부천시,경기 부천시 오정구 고강1동 305-4,032-675-8228
701,009-014,원종도당,경기 부천시,경기 부천시 오정구 원종1동 281-15,032-675-9492~3
702,009-015,복사골,경기 부천시,경기 부천시 원미구 중동 716-4,032-264-4343
703,009-015,상동1호,경기 부천시,경기 부천시 원미구 상2동 546-6 110호,032-224-9292
704,009-015,상동역,경기 부천시,경기 부천시 원미구 상동 523-3 대동프라자 1층 107호,032-328-1771
705,009-015,송내로데오,경기 부천시,경기 부천시 원미구 상동 400-2,032-324-3020
706,009-015,신중동,경기 부천시,경기 부천시 원미구 중동 1147-1,032-327-9959
707,009-015,역곡2동,경기 부천시,경기 부천시 원미구 역곡동 48-5,032-344-9220
708,009-015,중동2호,경기 부천시,경기 부천시 원미구 중4동 1033-3,032-328-1600
709,009-015,중동꿈마을,경기 부천시,경기 부천시 원미구 심곡동 93-1,032-611-0920
710,009-016,동판교,경기 성남시,경기 성남시 분당구 삼평동 664,031-8061-0771
711,009-016,무지개마을,경기 성남시,경기 성남시 분당구 구미동 212-2,031-713-9971
712,009-016,미금,경기 성남시,경기 성남시 분당구 구미동 50-2,031-717-8884
713,009-016,분당효자,경기 성남시,경기 성남시 분당구 서현동 333-1,031-702-0203
714,009-016,서판교,경기 성남시,경기 성남시 분당구 판교동 612-3,031-702-1990
715,009-016,서현,경기 성남시,"경기 성남시 분당구 서현동 89-7, 삼성한신근린상가",031-702-5757
716,009-016,아름마을,경기 성남시,"경기 성남시 분당구 야탑동 533-8, 미라보상가 1층 7호",031-701-9972
717,009-016,야탑1호,경기 성남시,경기 성남시 분당구 야탑동 272-4,031-709-9960
718,009-016,야탑역,경기 성남시,경기 성남시 분당구 야탑동 376-13,031-709-0991
719,009-016,정자,경기 성남시,경기 성남시 분당구 정자동 17-5,031-718-5436
720,009-017,고등,경기 성남시,경기 성남시 수정구 고등동 595-11,031-754-1992
721,009-017,성남위례,경기 성남시,경기 성남시 수정구 창곡동 547-8,031-759-1992
722,009-017,수진1호,경기 성남시,경기 성남시 수정구 수진동 88번지 102호,031-752-9999
723,009-017,신흥1호,경기 성남시,경기 성남시 수정구 신흥동 34,031-745-5898
724,009-017,태평1동,경기 성남시,경기 성남시 수정구 태평동 6147-2,031-757-8787
725,009-018,금광1호,경기 성남시,경기 성남시 중원구 금광동 2706,031-732-9997
726,009-018,모란역,경기 성남시,경기 성남시 중원구 성남동 3249,031-753-1991
727,009-018,은행1호(성남),경기 성남시,경기 성남시 중원구 은행동 663-3,031-745-5494
728,009-019,곡반정,경기 수원시,경기 수원시 권선구 곡반정동 584-4,031-236-4991
729,009-019,권선1호,경기 수원시,경기 수원시 권선구 권선동 1260-5,031-232-0292
730,009-019,금곡1호,경기 수원시,경기 수원시 권선구 금곡동 1088-1,031-295-2339
731,009-019,매교,경기 수원시,경기 수원시 권선구 세류동 97-5,031-238-3690
732,009-019,오목고색,경기 수원시,경기 수원시 권선구 오목천동 314-20,031-292-0050
733,009-019,탑동(수원),경기 수원시,경기 수원시 권선구 서둔동 240-5,031-291-0128
734,009-019,호매실,경기 수원시,경기 수원시 권선구 금곡동 1137-3,031-292-9252
735,009-020,광교1호,경기 수원시,경기 수원시 영통구 이의동 1332 CB 4~5호,031-212-1998
736,009-020,매탄1호,경기 수원시,경기 수원시 영통구 매탄동 1170-4,031-222-3120
737,009-020,매탄2호,경기 수원시,경기 수원시 영통구 매탄2동 199-69,031-211-2616
738,009-020,매탄3호,경기 수원시,경기 수원시 영통구 매탄4동 208-21,031-216-5425
739,009-020,신동1호,경기 수원시,경기 수원시 영통구 신동 935-3,031-203-1155
740,009-020,신영통1호,경기 수원시,경기 수원시 영통구 망포동 381-2,031-273-7333
741,009-020,영통1호,경기 수원시,경기 수원시 영통구 영통동 1005-1,031-203-0960
742,009-020,영통2호,경기 수원시,경기 수원시 영통구 영통동 952-5,031-205-9245
743,009-021,연무1호,경기 수원시,경기 수원시 장안구 연무동 249-13,031-253-9244
744,009-021,영화,경기 수원시,경기 수원시 장안구 영화동 425-3,031-252-1991
745,009-021,율전1호,경기 수원시,경기 수원시 장안구 율전동 298-8,031-292-9898
746,009-021,정자1호,경기 수원시,경기 수원시 장안구 정자동 41-2,031-245-4599
747,009-021,정자2호,경기 수원시,경기 수원시 장안구 천천동 501-5,031-251-2332
748,009-021,조원1호,경기 수원시,경기 수원시 장안구 조원동 742-9,031-248-5425
749,009-021,파장,경기 수원시,경기 수원시 장안구 송죽동 216-1,031-245-9252
750,009-022,수원역,경기 수원시,경기 수원시 팔달구 고등동 86-4,031-247-1991
751,009-022,아주대,경기 수원시,경기 수원시 팔달구 우만동 85-3 우만동R타워,031-212-0404
752,009-022,우만1호,경기 수원시,경기 수원시 팔달구 우만동 481,031-242-9985
753,009-022,화서1호,경기 수원시,"경기 수원시 팔달구 화서동 703 꽃뫼양지마을(대우아파트) 상가 105, 106호",031-292-5225~6
754,009-022,화서2호,경기 수원시,경기 수원시 팔달구 화서동 185-3,031-257-9959
755,009-023,거모,경기 시흥시,경기 시흥시 거모동 1757-1,031-491-9202
756,009-023,거북섬,경기 시흥시,경기 시흥시 정왕동 2720-6,031-431-1995
757,009-023,능곡,경기 시흥시,경기 시흥시 능곡동 545,031-318-1991
758,009-023,매화,경기 시흥시,경기 시흥시 매화동 853-3,031-318-9282
759,009-023,목감신도시2호,경기 시흥시,경기 시흥시 조남동 657-2,031-405-8808
760,009-023,목감역,경기 시흥시,경기 시흥시 목감동 410-2,031-414-9832
761,009-023,배곧신도시1호,경기 시흥시,"경기 시흥시 정왕동 2475 에이플러스 115, 116호",031-433-1992
762,009-023,배곧신도시2호,경기 시흥시,경기 시흥시 정왕동 2536,031-497-1147
763,009-023,신천1호(시흥),경기 시흥시,경기 시흥시 신천동 707-50,031-316-9797
764,009-023,월곶,경기도 시흥시,경기도 시흥시 월곶동 1015-1,031-318-1000
765,009-023,은계,경기 시흥시,경기 시흥시 은행동 645-5,031-312-1991
766,009-023,은행1호(시흥),경기 시흥시,경기 시흥시 대야동 580-4,031-404-9945
767,009-023,장곡,경기 시흥시,"경기 시흥시 장곡동 823-5, 동서빌딩",031-404-5220
768,009-023,장현,경기 시흥시,경기 시흥시 장현동 516-1,031-317-3173
769,009-023,정왕1호,경기 시흥시,경기 시흥시 정왕동 1593-2,031-432-5001
770,009-023,정왕2호,경기 시흥시,경기 시흥시 정왕동 1859-3,031-432-5844
771,009-023,정왕3호,경기 시흥시,경기 시흥시 정왕동 1728-12,031-488-9677
772,009-024,고잔1호,경기 안산시,경기 안산시 단원구 고잔동 756-1,031-402-9959
773,009-024,고잔2호,경기 안산시,경기 안산시 단원구 와동 720-13,031-482-4241
774,009-024,대부도,경기 안산시,경기 안산시 단원구 대부중앙로 217,032-880-8547
775,009-024,선부1호,경기 안산시,경기 안산시 단원구 선부동 1070-2,031-414-0277~8
776,009-024,선부2호,경기 안산시,경기 안산시 단원구 선부동 1142-7,031-484-2233
777,009-024,원곡1호,경기 안산시,경기 안산시 단원구 원곡동 754-6,031-494-9515~6
778,009-024,중앙(안산),경기 안산시,경기 안산시 단원구 고잔동 540-7,031-405-1991
779,009-024,초지역,경기 안산시,경기 안산시 단원구 초지동 592,031-401-4677
780,009-025,반월,경기 안산시,경기 안산시 상록구 건건동 650-1,031-418-1000
781,009-025,본오1호,경기 안산시,경기 안산시 상록구 본오동 879-10,031-419-4991
782,009-025,본오2호,경기 안산시,경기 안산시 상록구 본오동 857-8,031-409-4991
783,009-025,부곡(안산),경기 안산시,경기 안산시 상록구 부곡동 670-2,031-501-9924
784,009-025,사동1호,경기 안산시,경기 안산시 상록구 사동 1172,031-438-9200
785,009-025,사동2호,경기 안산시,경기 안산시 상록구 사동 1418-6,031-502-9935~6
786,009-025,월피,경기 안산시,"경기 안산시 상록구 월피동 442-26, 1층",031-413-9988
787,009-025,일동,경기 안산시,경기 안산시 상록구 일동 89-3,031-501-9953~4
788,009-026,공도1호,경기 안성시,경기 안성시 공도읍 만정리 417-98,031-655-8295
789,009-026,안성1호,경기 안성시,경기 안성시 당왕동 438-6,031-674-4565
790,009-026,안성2호,경기 안성시,경기 안성시 인지동 390-35,031-675-8886
791,009-026,안성중앙대,경기 안성시,경기 안성시 대덕면 내리 678-8,031-676-8919
792,009-026,진사리,경기 안성시,경기 안성시 공도읍 진사리 20-30,031-653-8882
793,009-027,관양,경기 안양시,경기 안양시 동안구 관양동 1724-1,031-422-2829
794,009-027,비산1호,경기 안양시,경기 안양시 동안구 비산동 566-7,031-388-9987
795,009-027,평촌1호,경기 안양시,경기 안양시 동안구 평촌동 917-9,031-381-5585
796,009-027,평촌3호,경기 안양시,경기 안양시 동안구 비산동 1059 층 A동 103호,031-382-0555
797,009-027,호계1호(안양),경기 안양시,경기 안양시 동안구 호계2동 927-2,031-455-9989
798,009-028,박달사거리,경기 안양시,경기 안양시 만안구 박달동 85-15,031-464-1991
799,009-028,석수1호,경기 안양시,경기 안양시 만안구 석수1동 177-6,031-473-9922
800,009-028,안양1번가,경기 안양시,경기 안양시 만안구 안양동 674-241,031-444-1991
801,009-028,안양1호,경기 안양시,경기 안양시 만안구 안양동 711-317,031-444-9242~3
802,009-028,안양2호,경기 안양시,경기 안양시 만안구 안양동 473-4,031-443-0064~5
803,009-029,고읍1호,경기 양주시,경기 양주시 광사동 657,031-845-1212
804,009-029,다산신도시1호,경기 남양주시,경기 남양주시 다산동 산3006-2,031-551-1991
805,009-029,다산신도시2호,경기 남양주시,경기 남양주시 다산동 6030-2,031-567-9253
806,009-029,덕계(양주),경기 양주시,경기 양주시 덕계동 698-5,031-857-1990
807,009-029,덕소1호,경기 남양주시,경기 남양주시 와부읍 덕소리 141-91,031-577-8080
808,009-029,덕정1호,경기 양주시,경기 양주시 덕정동 240-27,031-858-7447
809,009-029,도농1호,경기 남양주시,경기 남양주시 다산동 608,031-568-9289
810,009-029,마석,경기 남양주시,경기 남양주시 화도읍 마석우리 384-8,031-559-9266
811,009-029,백석(양주),경기 양주시,경기 양주시 백석읍 복지리 168-3,031-829-9282
812,009-029,별내2호,경기 남양주시,경기 남양주시 별내동 846-7,031-572-1991
813,009-029,별내역,경기 남양주시,경기 남양주시 별내동 1006-1,031-527-1998
814,009-029,오남,경기 남양주시,경기 남양주시 오남읍 오남리 205-19,031-574-9981
815,009-029,옥정,경기 양주시,"경기 양주시 옥정동 966-1 (101호, 102호)",031-866-1991
816,009-029,진건,경기 남양주시,경기 남양주시 진건읍 사능리 353-4,031-528-9994
817,009-029,진접장현리,경기 남양주시,경기 남양주시 진접읍 장현리 239-3,031-571-2772
818,009-029,진접지구,경기 남양주시,경기 남양주시 진접읍 금곡리 1041-1,031-527-0401
819,009-029,창현,경기 남양주시,경기 남양주시 화도읍 창현리 731-3,031-559-9911
820,009-029,평내,경기 남양주시,경기 남양주시 평내동 582-5,031-593-9929
821,009-029,호평,경기 남양주시,경기 남양주시 호평동 656-1,031-511-7892
822,009-030,양평,경기 양평군,경기 양평군 양평읍 양근리 183-4,031-775-1481
823,009-031,여주1호,경기 여주군,경기 여주군 하동 405-4,031-885-1655~6
824,009-031,여주대,경기 여주군,경기 여주군 여주읍 점봉리,031-885-1990
825,009-031,오학,경기 여주군,경기 여주군 오학동 산45-7,031-885-1999
826,009-032,전곡,경기 연천군,경기 연천군 전곡읍 전곡리 302-11,031-833-1991
827,009-033,궐동,경기 오산시,경기 오산시 궐동 650-1,031-378-2700
828,009-033,세마수청,경기 오산시,경기 오산시 수청동 618-1,031-372-1994
829,009-033,운암2호(오산),경기 오산시,"경기 오산시 오산동 919-3, 102호",031-378-9229
830,009-033,원동,경기 오산시,경기 오산시 오산동 881-7,031-378-2277~8
831,009-034,강남대,경기 용인시,경기 용인시 기흥구 구갈동 594 강남피아,031-275-1991
832,009-034,구갈2지구,경기 용인시,경기 용인시 기흥구 구갈동 353-3,031-281-9282
833,009-034,구성1호,경기 용인시,경기 용인시 기흥구 마북동 370-9,031-283-9936
834,009-034,동백1호,경기 용인시,경기 용인시 기흥구 동백동 614-5,031-274-0033
835,009-034,보라,경기 용인시,경기 용인시 기흥구 보라동 581-2,031-281-1992
836,009-034,보정,경기 용인시,경기 용인시 기흥구 보정동 1204-4,031-261-1991
837,009-034,용인서천,경기 용인시,경기 용인시 기흥구 농서동 436-3,031-206-1993
838,009-034,흥덕,경기 용인시,경기 용인시 기흥구 영덕동 994-3,031-215-9253
839,009-035,동천1호,경기 용인시,경기 용인시 수지구 동천동 941-7,031-889-1991
840,009-035,상현1호,경기 용인시,경기 용인시 수지구 상현동 3-4,031-276-1566
841,009-035,상현역,경기 용인시,경기 용인시 수지구 상현동 1117-1,031-213-1996
842,009-035,성복,경기 용인시,경기 용인시 수지구 성복동 162-3,031-264-1991
843,009-035,수지1지구,경기 용인시,경기 용인시 수지구 풍덕천동 29-10,031-265-5568~9
844,009-035,수지2지구,경기 용인시,경기 용인시 수지구 풍덕천동 697,031-261-2335
845,009-035,신봉,경기 용인시,경기 용인시 수지구 신봉동 969-2,031-262-1992
846,009-035,죽전,경기 용인시,경기 용인시 수지구 죽전동 1151,031-265-6222~1
847,009-036,남사,경기 용인시,경기 용인시 처인구 남사면 아곡리 702,031-338-7999
848,009-036,둔전,경기 용인시,경기 용인시 처인구 포곡읍 둔전리 400-2,031-333-9245
849,009-036,양지,경기 용인시,경기 용인시 처인구 양지리 454-2,031-322-1992
850,009-036,용인1호,경기 용인시,경기 용인시 처인구 김량장동 293-24,031-339-0725
851,009-036,용인2호,경기 용인시,경기 용인시 처인구 마평동 657-14,031-335-5478
852,009-036,용인모현,경기도 용인시,경기도 용인시 처인구 처인구 모현읍 왕산리 794-20,031-338-1993
853,009-037,내손갈뫼,경기도 의왕시,경기도 의왕시 내손동 748-3 제일프라자,031-426-0394~5
854,009-037,백운호수,경기 의왕시,경기 의왕시 학의동 1093-4,031-424-1991
855,009-037,오전고천,경기 의왕시,경기 의왕시 오전동 276-1,031-477-1150~1
856,009-037,의왕역,경기 의왕시,경기 의왕시 장안남북로1길 7,031-461-6600
857,009-037,인덕원,경기 의왕시,경기 의왕시 포일동 662,031-422-9114
858,009-037,포일내손,경기 의왕시,경기 의왕시 내손동 669-4,031-462-1991
859,009-038,금오,경기 의정부시,경기 의정부시 금오동 473-4,031-853-0092
860,009-038,녹양,경기 의정부시,경기 의정부시 가능동 92-51,031-829-9989
861,009-038,민락(의정부),경기 의정부시,경기 의정부시 민락동 834-3,031-872-1991
862,009-038,민락2호,경기 의정부시,경기 의정부시 민락동 902-1,031-852-1995
863,009-038,신곡,경기 의정부시,경기 의정부시 신곡동 484,031-821-7795~6
864,009-038,신곡2호,경기 의정부시,경기 의정부시 신곡동 703-9,031-855-9992
865,009-038,용현1호,경기 의정부시,경기 의정부시 용현동 18-15,031-853-9981~2
866,009-038,의정부역,경기 의정부시,경기 의정부시 의정부동 140-3 미래프라자 1층,031-855-1992
867,009-038,장암,경기 의정부시,경기 의정부시 신곡동 362-4,031-840-9290
868,009-038,호원1호,경기 의정부시,경기 의정부시 호원동 466-15,031-826-0468
869,009-038,회룡역,경기 의정부시,경기 의정부시 호원동 426,031-826-1992
870,009-039,이천1호,경기 이천시,경기 이천시 영창로 242,031-635-9014
871,009-039,이천관고,경기 이천시,경기 이천시 관고동 504-6,031-631-1991
872,009-039,이천마장,경기 이천시,경기 이천시 마장면 오천리 444-1,031-633-1991
873,009-039,이천하이닉스,경기 이천시,경기 이천시 부발읍 아미리 678-11,031-637-3392
874,009-039,증포,경기 이천시,경기 이천시 증포동 177-21,031-637-8292
875,009-040,가람마을,경기 파주시,경기 파주시 와동동 1557-1,031-946-4472
876,009-040,교하신도시,경기 파주시,경기 파주시 다율동 1001-6,031-945-9285
877,009-040,금촌1호,경기 파주시,경기 파주시 금촌동 51-8,031-941-4043
878,009-040,금촌로데오,경기 파주시,경기 파주시 금촌동 986-2,031-946-9222
879,009-040,문산,경기 파주시,경기 파주시 문산읍 방촌로 1729,031-953-5848
880,009-040,봉일천,경기 파주시,경기 파주시 조리읍 봉일천리 142-3,031-944-8279
881,009-040,산내마을,경기 파주시,경기 파주시 목동동 937,031-945-0092
882,009-040,운정1호,경기 파주시,경기 파주시 동패동 1758,031-944-2228
883,009-041,갈곶고현,경기 평택시,경기 평택시 갈곶리 239-48,031-8043-9294
884,009-041,고덕1호(평택),경기 평택시,경기 평택시 고덕면 여염리 4434-2,031-666-6250
885,009-041,고덕2호,경기 평택시,경기 평택시 고덕동 1788-11,031-8094-2977
886,009-041,동삭1호,경기 평택시,경기 평택시 동삭동 704-4,031-655-1991
887,009-041,비전1호,경기 평택시,경기 평택시 비전동 829-1,031-658-1255
888,009-041,비전2호,경기 평택시,경기 평택시 비전동 790-3,031-618-3678
889,009-041,세교,경기 평택시,경기 평택시 세교동 181-8,031-651-9982
890,009-041,소사벌,경기 평택시,"경기 평택시 비전동 1015 엘도라도 시티 104호, 105호",031-655-3355
891,009-041,송탄1호,경기 평택시,경기 평택시 이충동 664-4,031-667-7771
892,009-041,송탄2호,경기 평택시,경기 평택시 지산동 714-11,031-668-9949
893,009-041,안중1호,경기 평택시,경기 평택시 안중읍 현화리 47,031-682-1714
894,009-041,지제역,경기 평택시,경기 평택시 동삭동 479,031-654-0952
895,009-041,청북,경기 평택시,경기 평택시 청북읍 옥길리 1158-3,031-684-9991
896,009-041,팽성1호,경기 평택시,경기 평택시 팽성읍 안정리 20-31,031-691-3424
897,009-041,포승1호,경기 평택시,경기 평택시 도곡리 1142-16,031-684-5552
898,009-042,송우,경기 포천시,경기 포천시 소흘읍 송우리 729-3 파크프라자 1층,031-542-9113
899,009-042,포천,경기 포천시,경기 포천시 신읍동 47-10,031-531-9982~3
900,009-043,덕풍1호,경기 하남시,경기 하남시 덕풍동 309-64,031-792-8288
901,009-043,미사1호,경기 하남시,경기 하남시 망월동 1004-1,031-796-7887
902,009-043,미사역,경기도 하남시,경기도 하남시 망월동 1098-3,031-793-1333
903,009-043,신장1호,경기 하남시,경기 하남시 신장동 447-28,031-791-9292
904,009-043,풍산지구,경기 하남시,경기 하남시 덕풍동 809,031-791-1992
905,009-043,하남감일,경기 하남시,경기 하남시 감이동 525-3,02 -470-2021
906,009-044,남양1호(화성),경기 화성시,경기 화성시 남양읍 남양리 2073-6,031-356-9285
907,009-044,동탄1능동,경기 화성시,경기 화성시 반송동 70-4,031-613-9291
908,009-044,동탄1호,경기 화성시,경기 화성시 반송동 42-6,031-613-9294
909,009-044,동탄2 영천,경기 화성시,경기 화성시 영천동 701-1,031-372-1991
910,009-044,동탄2목동,경기 화성시,경기 화성시 목동 454-5,031-374-0601
911,009-044,동탄2산척,경기 화성시,경기 화성시 산척동 산16,031-372-9001
912,009-044,동탄2청계,경기 화성시,경기 화성시 청계동 536,031-375-0882
913,009-044,동탄2호,경기 화성시,경기 화성시 반송동 217-6,031-8015-1992
914,009-044,동탄2호수공원,경기도 화성시,경기도 화성시 송동 709-1,031-376-4464
915,009-044,동탄역,경기 화성시,경기 화성시 동탄대로 469-12,031-378-5525
916,009-044,동탄테크노밸리,경기 화성시,경기 화성시 영천동 797-1,031-374-5525
917,009-044,발안1호,경기 화성시,경기 화성시 향남면 행정리 426-11,031-354-9559
918,009-044,병점1호,경기 화성시,"경기 화성시 병점동 379-10 병점프라자 109호, 110호",031-239-1991
919,009-044,병점2호,경기 화성시,경기 화성시 진안동 914-1,031-224-1991
920,009-044,봉담1호,경기 화성시,경기 화성시 상리 26-8,031-278-9277
921,009-044,송산그린시티,경기 화성시,경기 화성시 새솔동,031-355-5281
922,009-044,와우리,경기 화성시,경기 화성시 기안동 338-4,031-223-9272
923,009-044,향남2지구,경기 화성시,경기 화성시 향남읍 하길리 1466,031-8059-5432
924,009-044,화산안녕,경기 화성시,경기 화성시 송산동 158-8,031-222-1289
925,010-001,경포,강원 강릉시,강원 강릉시 안현동 861-8,033-646-7282
926,010-001,교동1호(강릉),강원 강릉시,강원 강릉시 교동 1840-1,033-642-9958
927,010-001,내곡회산,강원 강릉시,강원 강릉시 내곡동 428-1,033-655-1355
928,010-001,노암,강원 강릉시,강원 강릉시 노암동 708-1,033-644-5582
929,010-001,성덕,강원 강릉시,강원 강릉시 입암동 498-13,033-653-9285
930,010-001,유천,강원 강릉시,강원 강릉시 홍제동 1019-2,033-641-9950
931,010-001,주문진,강원 강릉시,강원 강릉시 주문진읍 교항리 119-11,033-661-3505
932,010-001,포남,강원 강릉시,강원 강릉시 포남동 1157-8,033-647-2563
933,010-002,고성(강원),강원 고성군,강원 고성군 간성읍 하리 18-1,033-681-9995~6
934,010-002,봉포,강원 고성군,강원 고성군 토성면 봉포리 166-21,033-636-1991
935,010-003,묵호,강원 동해시,강원 동해시 부곡동 74-5,033-532-1991
936,010-003,천곡,강원 동해시,강원 동해시 천곡동 872,033-532-9296~7
937,010-003,청운,강원 동해시,강원 동해시 쇄운동 84-5,033-522-0556~7
938,010-004,삼척,강원 삼척시,강원 삼척시 남양동 55-118,033-575-0047~8
939,010-005,교동(속초),강원 속초시,강원 속초시 교동 974-2,033-637-0085
940,010-005,동명,강원 속초시,강원 속초시 동명동 1-18,033-632-1991
941,010-005,조양,강원 속초시,강원 속초시 조양동 1520-10,033-635-2806
942,010-006,양구,강원 양구군,강원 양구군 양구읍 상리 227-105,033-481-4492
943,010-007,양양,강원 양양군,강원 양양군 양양읍 남문리 126-1,033-673-2460
944,010-007,하조대,강원 양양군,강원 양양군 현북면 하광정리 361-7,033-673-1667
945,010-008,영월,강원 영월군,강원 영월군 영월읍 하송리 178-2,033-375-0888
946,010-009,개운,강원 원주시,강원 원주시 개운동 395-23,"033-761-9959,762-2003"
947,010-009,늘품,강원 원주시,강원 원주시 반곡동 1767-54,033-766-1991
948,010-009,단계,강원 원주시,강원 원주시 단계동 838-4,033-743-1099
949,010-009,단구,강원 원주시,강원 원주시 단구동 1631-2,033-762-3995
950,010-009,명륜(원주),강원 원주시,강원 원주시 명륜동 539,033-765-9922
951,010-009,무실,강원 원주시,강원 원주시 무실동 1664-3,033-744-9999
952,010-009,문막,강원 원주시,강원 원주시 문막읍 건등리 1705-3,033-748-2255
953,010-009,우산,강원 원주시,강원 원주시 우산동 818,"033-743-9985,9927"
954,010-009,원주기업도시,강원 원주시,강원 원주시 지정면 가곡리 1348-7,033-732-1991
955,010-009,원주봉화,강원 원주시,강원 원주시 단계동 1173-8,033-744-9595
956,010-009,일산,강원 원주시,강원 원주시 원동 278-7,"033-761-9225,9975"
957,010-009,태장,강원 원주시,강원 원주시 태장동 북원로 2716-1,033-731-9945
958,010-009,혁신(원주),강원 원주시,강원 원주시 반곡동 1880-7,033-748-9993
959,010-009,흥업,강원 원주시,강원 원주시 흥업면 흥업리 585-8,033-761-8778
960,010-010,원통,강원 인제군,강원 인제군 북면 원통리 645-32,033-463-1999
961,010-010,인제,강원 인제군,강원 인제군 인제읍 인제로 189,033-463-7900
962,010-011,사북고한,강원 정선군,강원 정선군 사북읍 사북리 344-56,"033-591-9282,8555"
963,010-012,동송,강원 철원군,강원 철원군 동송읍 이평리 681-28,033-456-1992
964,010-013,석사,강원 춘천시,강원 춘천시 석사동 748-18(33통405),033-263-6262
965,010-013,신사우동,강원 춘천시,강원 춘천시 우두동 1052-29,033-244-9505
966,010-013,장학,강원 춘천시,강원 춘천시 동면 장학리 1003-1,033-243-1999
967,010-013,춘천교대,강원 춘천시,강원 춘천시 동내면 거두리 912-4,033-261-6886
968,010-013,춘천시청,강원 춘천시,강원 춘천시 소양로 3가 181-9,033-254-1991
969,010-013,퇴계2호,강원 춘천시,강원 춘천시 퇴계동 87,033-264-8833
970,010-013,효자(춘천),강원 춘천시,강원 춘천시 효자동 545-3,033-252-9949
971,010-013,후평1호,강원 춘천시,강원 춘천시 후평동 836-1,033-244-9789
972,010-013,후평사거리,강원 춘천시,강원 춘천시 후평1동 693-4,033-251-4593~4
973,010-014,태백1호,강원 태백시,강원 태백시 상장동 87-36,033-552-4999
